restaurant_name,cuisines,ratings,address,timings,phone,must_haves,price,more_info,description,rating_count
Cafe London,"Cafe, Coffee, Fast Food, Burger, Sandwich, Shake, Tea",3.9,"Margao, Goa",9am – 10:30pm (Today),+917507942499,₹500 for two people (approx.),,"Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages","Exclusive of applicable taxes and charges, if any",9
James Cafe Beach Hut,"Continental, Goan, North Indian, Seafood",3.9,"Cavelossim, Goa",10am – 11:30pm (Today),+919822685909,"Outdoor, Band, Management, Portion Size, Live Music, Fresh Food","Exclusive of applicable taxes and charges, if any","Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages",₹950 for two people (approx.) Without alcohol,61
Broadway Cafe & Bakers,"Bakery, Fast Food, Street Food, Sandwich, Beverages, Desserts",3.9,"Calangute, Goa","12midnight – 2am, 8am – 12midnight (Today)",+918983750570,₹400 for two people (approx.),,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",5
6 Pack Bar & Restaurant,"Goan, Seafood, North Indian, Continental, Chinese, Fast Food",3.9,"Anjuna, Goa",9:30am – 11:30pm (Today),+919822100898,"₹1,000 for two people (approx.) Without alcohol",,"Breakfast
Takeaway Available
Full Bar Available
Wifi
Indoor Seating","Exclusive of applicable taxes and charges, if any",13
Lucknow Mail,"Awadhi, North Indian, Rolls",-,"Anjuna, Goa",5pm – 1am (Today),+919598050301,₹400 for two people (approx.),,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",2
Prose Patisserie And Cafe,"Continental, Bakery",3.9,"Bardez, Goa",11am – 7pm (Today),+917989964722,₹500 for two people (approx.),,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",8
Slaughterhouse Vegan,Healthy Food,3.9,"Calangute, Goa",11am – 11pm (Today),+919356113297,₹350 for two people (approx.),,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",7
Dropadi,"North Indian, Chinese, Continental, Seafood, Goan, Italian",4.0,"Palolem, Goa",12noon – 11pm (Today),+918322644555,A selection of fish and prawns,"Exclusive of applicable taxes and charges, if any","Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages",₹800 for two people (approx.) Without alcohol,586
Pan Asian Hut,"Chinese, Thai, Sichuan",4.0,"Mall De Goa, Penha De Franca, Goa",11am – 10pm (Today),+918484828510,₹500 for two people (approx.),,"Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages
Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts","Exclusive of applicable taxes and charges, if any",30
Pan Asian Hut,"Chinese, Thai, Sichuan",4.0,"Mall De Goa, Penha De Franca, Goa",11am – 10pm (Today),+918484828510,₹500 for two people (approx.),,"Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages
Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts","Exclusive of applicable taxes and charges, if any",30
Sabor Cafe,"Fast Food, Goan, Ice Cream, Desserts, Coffee, Cafe",3.8,"Assagao, Goa",9am – 7:15pm (Today),+919834913614,₹950 for two people (approx.),,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",6
Club Cubana,Finger Food,4.3,"Anjuna, Goa",Opens at 9:30pm,+919823539000,Muti-level landscaped club located on a hill top with an open-air bar,"₹3,000 for two people (approx.) with alcohol","Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages","Best Club, Huge Place, Awesome Music, Good Crowd, Dj, Nice View",978
Mimi's,"Continental, Goan, Healthy Food, Fast Food, Coffee, Beverages",4.0,"Morjim, Goa",Opens at 7pm,+919899023042,"Management, Seating, Cafe, Decor, Vibe, Great Food","Exclusive of applicable taxes and charges, if any","Breakfast
Home Delivery
Takeaway Available
Full Bar Available
Outdoor Seating
Indoor Seating",₹850 for two people (approx.) Without alcohol,76
C'Roque Resort,"North Indian, Chinese, Asian, Goan, Continental, Pizza, Sandwich, Desserts",4.3,"Colva, Goa",,+919823456231,"₹1,100 for two people (approx.) Without alcohol",,"Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages","Exclusive of applicable taxes and charges, if any",24
Peep Kitchen,"Goan, Seafood, North Indian, Biryani, Oriental, Beverages",4.6,"Panaji, Goa",Opens tomorrow at 12noon,+918806180123,"Bangkok Chicken, Prawn Pulav, Pepper Chicken, Butter Garlic Squids, Goan Thali, Fish Thali","₹1,100 for two people (approx.) Without alcohol","Home Delivery
Takeaway Available
Full Bar Available
Family Friendly
Wifi
Indoor Seating","Comfortable Seating Area, Good Value, Prompt Service, Good Quantity, Courteous Staff, Quick Service",787
Aira Kitchen & Bar,"North Indian, Continental, Italian, Chinese, Seafood, Salad, Fast Food, Desserts",New,"Anjuna, Goa",12:30pm – 11:30pm (Today),+919075416060,"₹1,300 for two people (approx.) Without alcohol",,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",Newly Opened
Copperleaf,"Goan, North Indian, Mughlai, Chinese, Seafood, Biryani, Sichuan",4.2,"Panaji, Goa",Opens at 7pm,+919175184623,"Great Place for Family, Food Quality, Ambience, Taste","Exclusive of applicable taxes and charges, if any","Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages
Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts",₹700 for two people (approx.),18
Leopard Valley,Finger Food,3.6,"Palolem, Goa",10am – 3am (Today),+919123455161,"₹2,500 for two people (approx.) with alcohol",,"Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages","Exclusive of applicable taxes and charges, if any",9
Cafe Jazz,"Goan, North Indian, Chinese, Continental, Fast Food, Biryani, Desserts, Beverages",4.1,"Candolim, Goa",10am – 12midnight (Today),+919822587050,"Chicken Steak, Fried Prawns, Starters, Drinks, Curry, Cocktails","₹1,200 for two people (approx.) Without alcohol","Breakfast
Home Delivery
Takeaway Available
Full Bar Available
Live Entertainment
Outdoor Seating
Desserts and Bakes
Live Music","Live Band Music, Ambiance and Music, Ample Seating Area, Singer, Nice Music, Good Value",447
Flora And Fauna Bar And Restaurant,"North Indian, Chinese",3.9,"Arambol, Goa",11am – 11pm (Today),+919673793907,₹600 for two people (approx.) Without alcohol,,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",4
Aakansha Fast Food,"Chinese, Biryani, North Indian, Street Food, Sichuan",3.9,"Vasco, Goa",11am – 11pm (Today),+919960443500,₹400 for two people (approx.),,"Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages","Exclusive of applicable taxes and charges, if any",106
Velvet Lounge & Cocktail Bar,"Goan, North Indian, Chinese, Seafood, Italian, Continental, Fast Food, Desserts",3.9,"Vagator, Goa","12midnight – 2am, 10am – 12midnight (Today)",+919359983588,"₹1,600 for two people (approx.) Without alcohol",,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",8
Boom Shack,"Goan, Seafood, Fast Food",3.9,"Morjim, Goa",7am – 10pm (Today),+919158485003,₹500 for two people (approx.) Without alcohol,,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",8
Sua Casa Restaurant,"Mughlai, North Indian, Chinese, Continental, Goan, Sichuan",3.9,"Penha de Franca, Goa",12:30pm – 11pm (Today),+919890422440,"Relaxed Atmosphere, Ambience, Staff, Service","Exclusive of applicable taxes and charges, if any","Home Delivery
Takeaway Available
Full Bar Available
Wifi
Indoor Seating
Desserts and Bakes",₹950 for two people (approx.) Without alcohol,58
The Belgian Waffle Co.,"Waffle, Pancake, Desserts, Beverages, Ice Cream",3.8,"Vasco, Goa",9am – 12midnight (Today),+919820258127,₹300 for two people (approx.),,"Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages
Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts","Exclusive of applicable taxes and charges, if any",4
Fill Full Cafe,"Fast Food, Beverages",3.8,"Varca, Goa",5am – 9pm (Today),+917507595893,₹500 for two people (approx.),,"Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages","Exclusive of applicable taxes and charges, if any",9
Santa Rita Fast Foods and Cafe,"Goan, Portuguese",3.9,"Panaji, Goa",10am – 10pm (Today),+917030769922,₹700 for two people (approx.),,"Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages
Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts","Exclusive of applicable taxes and charges, if any",4
Johncy,"North Indian, Goan, Continental, Seafood",3.5,"Benaulim, Goa",10:30am – 11:30pm (Today),+918322771390,"Sizzler, Fish Fingers, Sea Food, Seafood, Beer, Chicken","₹1,200 for two people (approx.) Without alcohol","Breakfast
Home Delivery
Takeaway Available
Full Bar Available
Live Music
Live Entertainment
Wifi
Outdoor Seating
Karaoke
Indoor Seating
Family Friendly","Location of the Restaurant, Seaview, Comfortable Seating Area, Good Value, Friendly Service, Great Value",465
The Break Point Cafe,"Sandwich, Fast Food, North Indian, Street Food, Shake, Beverages",3.9,"Panaji, Goa",9am – 10pm (Today),+918390465998,₹300 for two people (approx.),,"Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages
Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts","Exclusive of applicable taxes and charges, if any",7
Goan Spice,"Goan, North Indian, Chinese, Malwani, Continental, Kebab, Desserts, Beverages",4.2,"Anjuna, Goa",11am – 11:30pm (Today),+918975040528,"Goan Thali, Fish Thali, Sea Food, Seafood, Prawns","₹1,200 for two people (approx.) Without alcohol","Home Delivery
Takeaway Available
Full Bar Available
Indoor Seating
Smoking Area
Outdoor Seating","Reasonable Rate, Best Food under Best Budget, Good Place, Menu, Service, Ambience",159
Mish Mar,"Chinese, Goan, Continental, North Indian",3.7,"Majorda, Goa",8:30am – 11pm (Today),+919822155154,₹600 for two people (approx.) Without alcohol,,"Breakfast
Home Delivery
Takeaway Available
Full Bar Available
Wifi
Outdoor Seating","Exclusive of applicable taxes and charges, if any",11
Fruitilicious,"Ice Cream, Beverages, Juices, Shake, Desserts",4.0,"Panaji, Goa",9:30am – 7:30pm (Today),+919922701738,₹300 for two people (approx.),,"Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages
Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts","Exclusive of applicable taxes and charges, if any",26
Appetite Classic,"Goan, North Indian, Chinese, Mughlai, Kebab, Biryani, Desserts, Beverages",3.8,"Mapusa, Goa",11am – 11pm (Today),+919823008135,"Rooftop, Portions, Prices, Ambiance, Menu, Good Food","Exclusive of applicable taxes and charges, if any","Home Delivery
Full Bar Available
Rooftop
Desserts and Bakes
Indoor Seating
Table booking recommended","₹1,400 for two people (approx.) Without alcohol",78
Baga Resto Bar,"North Indian, Continental, Seafood, Goan, Chinese, Beverages, Kebab, Desserts",3.8,"Baga Beach, Baga, Goa",7am – 1am (Today),+918799917322,"Shack, View, Good Food, Music","Exclusive of applicable taxes and charges, if any","Breakfast
Takeaway Available
Full Bar Available
Indoor Seating
Outdoor Seating
Wifi","₹1,100 for two people (approx.) Without alcohol",60
The Dining Room - Grand Hyatt,"Asian, Italian, North Indian, Fast Food, Goan, Kebab, Beverages, Desserts",4.3,"Grand Hyatt, Bambolim, Goa","9am – 11am, 12noon – 10pm (Today)",+917709004913,"Worth the Price, Comfortable Seating, Relaxed Atmosphere, Great Food, Ambiance, Experience","Exclusive of applicable taxes and charges, if any","Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages
Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts","₹3,000 for two people (approx.) Without alcohol",142
Guapa,"Spanish, European, Continental, Seafood, Desserts, Beverages",4.4,"Morjim, Goa",Opens at 7pm,+919769969257,"₹1,400 for two people (approx.) Without alcohol",,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",18
Food Crave Restaurant,"North Indian, Chinese, Fast Food, Beverages",-,"Bardez, Goa",9am – 10pm (Today),+917042172810,₹350 for two people (approx.),,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",2
Om Sai Punjabi Dhaba,"North Indian, Chinese, South Indian, Fast Food, Beverages",3.6,"Baga, Goa",9am – 12:30am (Today),+919769715321,₹300 for two people (approx.),,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",14
Viva Carnival Restaurant,"Goan, North Indian, Chinese, Biryani, Mughlai",-,"Panaji, Goa",11am – 11pm (Today),+919823412300,"₹1,000 for two people (approx.) Without alcohol",,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",2
Khana Khazana,"North Indian, Mughlai",3.8,"Vasco, Goa",8am – 11pm (Today),+917709378441,"Great Menu, Clean and Hygienic Place, Fresh Food, Good Quality","Exclusive of applicable taxes and charges, if any","Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages",₹400 for two people (approx.),15
Bistro Vagator,"Continental, Italian, Fast Food, Beverages",4.3,"Anjuna, Goa",10am – 12midnight (Today),+919820642850,"Chicken Wings, Mocktails, Pizzas, Burgers","₹1,700 for two people (approx.)","Breakfast
Home Delivery
Takeaway Available
Wifi
Live Music
Family Friendly
Karaoke
Outdoor Seating
Work Friendly
Kid Friendly
DJ
Live Sports Screening
Indoor Seating","Economical Price, Sanitised Service, Ambience was Super Cool, Perfect Presentation, Host, Wonderful Presentation",118
Fins & Rambooze - The Zuri White Sands Resort,"Goan, Seafood",3.1,"The Zuri White Sands Resort, Salcette, Goa",11am – 11pm (Today),Number not available,,,,,13
Sarita's,"Finger Food, Continental, Seafood, Goan, North Indian",3.8,"Bogmalo, Goa",8am – 11pm (Today),+919890134533,₹850 for two people (approx.) Without alcohol,,"Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages
Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts","Exclusive of applicable taxes and charges, if any",27
Orange Lime Cafe,"Cafe, Burger, Sandwich, Fast Food, Ice Cream",3.8,"Calangute, Goa",9am – 7pm (Today),+918830467947,₹650 for two people (approx.),,"Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages
Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts","Exclusive of applicable taxes and charges, if any",11
Five Five,"Seafood, North Indian, Chinese",3.8,"Anjuna, Goa",9am – 9pm (Today),+919822389966,₹600 for two people (approx.) Without alcohol,,,"Exclusive of applicable taxes and charges, if any",11
Orange Lime Cafe,"Cafe, Burger, Sandwich, Fast Food, Ice Cream",3.8,"Calangute, Goa",9am – 7pm (Today),+918830467947,₹650 for two people (approx.),,"Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages
Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts","Exclusive of applicable taxes and charges, if any",11
Five Five,"Seafood, North Indian, Chinese",3.8,"Anjuna, Goa",9am – 9pm (Today),+919822389966,₹600 for two people (approx.) Without alcohol,,,"Exclusive of applicable taxes and charges, if any",11
Rangoli Pure Veg Restaurant,"North Indian, South Indian, Chinese, Biryani, Fast Food, Street Food, Shake, Beverages",3.5,"Calangute, Goa",12midnight – 11:45pm (Today),+919665591204,₹400 for two people (approx.),,"Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages
Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts","Exclusive of applicable taxes and charges, if any",4
Night Appetite,"Chinese, Burger, Sandwich, Rolls, Fast Food, Beverages, Shake",-,"Anjuna, Goa",9am – 5:30am (Today),+917349362111,₹300 for two people (approx.),,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",2
O Larive Beach Bar,"Asian, Continental, European",-,"Baga, Goa",10am – 12midnight (Today),Not available for this place,"₹2,000 for two people (approx.) with alcohol",,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",1
Zayan Restaurant,"North Indian, Biryani, Chinese",-,"Panaji, Goa",12noon – 11pm (Today),+918668317918,₹450 for two people (approx.),,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",2
Food Crave Restaurant,"North Indian, Chinese, Fast Food, Beverages",-,"Bardez, Goa",9am – 10pm (Today),+917042172810,₹350 for two people (approx.),,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",2
Cocktails & Dreams,"Bar Food, Beverages",3.8,"Palolem, Goa",24 Hours (Today),+919822183313,"₹1,200 for two people (approx.) with alcohol",,"Breakfast
Takeaway Available
Full Bar Available
Seaside
Outdoor Seating
Indoor Seating
Wifi","Exclusive of applicable taxes and charges, if any",44
Fortune Deli- Fortune Miramar,"Bakery, Desserts",3.5,"Fortune Miramar, Panaji, Goa",11am – 11pm (Today),+918326637373,"₹1,200 for two people (approx.)",,"Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages
Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts","Exclusive of applicable taxes and charges, if any",17
Teama Bar & Restaurant,"North Indian, Chinese, Seafood, Goan, Finger Food, Continental, Desserts, Beverages",3.9,"Candolim, Goa",9am – 12midnight (Today),+918322489774,"₹1,100 for two people (approx.) with alcohol",,"Breakfast
Home Delivery
Takeaway Available
Full Bar Available
Indoor Seating
Family Friendly
Smoking Area
Outdoor Seating","Exclusive of applicable taxes and charges, if any",14
Cremeux Cafe & Bistro,"Cafe, Beverages, Bakery, Desserts, Sandwich, Pizza, Fast Food",4.0,"Panaji, Goa",9am – 10:30pm (Today),+918322426954,"Potato Wedges, Pastas, Serradura, Chicken Burger, Garlic Bread, Pizzas",₹700 for two people (approx.) Without alcohol,"Home Delivery
Takeaway Available
Full Bar Available
Indoor Seating
Work Friendly
Wifi
All Day Breakfast
Desserts and Bakes
Outdoor Seating","Seating Arrangement, Good Value, Sitting, Cafe, Family Crowd, Mood",274
Domino's Pizza,"Pizza, Italian, Pasta, Fast Food, Desserts",3.6,"Penha de Franca, Goa",10:57am – 11:55pm (Today),+918322411634,₹400 for two people (approx.),,"Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages
Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts","Exclusive of applicable taxes and charges, if any",117
Healthy Bite,"Sandwich, Fast Food, Pizza, Street Food, Desserts, Beverages",-,"Margao, Goa","10am – 3pm, 4pm – 8pm (Today)",+918623967679,₹350 for two people (approx.),,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",2
Shahi Darbar,"North Indian, Seafood, Mughlai, Chinese, Biryani",3.5,"Margao, Goa",12noon – 10:30pm (Today),+918010706078,₹700 for two people (approx.),,"Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts
Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages","Exclusive of applicable taxes and charges, if any",21
La Pino'z Pizza,"Pizza, Italian, Pasta, Fast Food",3.2,"Porvorim, Goa",11am – 11pm (Today),+918468977362,₹300 for two people (approx.),,"Thyme & Ash
3.9
DINING
-
DELIVERY
Continental, Beverages, Desserts
Tomato's Beachside Kitchen And Bar
4.6
DINING
-
DELIVERY
Sushi, Asian, Italian, Mediterranean, North Indian, European, Desserts, Beverages","Exclusive of applicable taxes and charges, if any",10
Turmeric Kitchen & Bar,"North Indian, Mughlai, Goan, Chinese, Seafood, Biryani, Finger Food, Desserts",4.3,"Porvorim, Goa",8:10am – 11pm (Today),+919822129925,"Humble Staff, Food Quality, Quantity, Ambience, Service, Taste","Exclusive of applicable taxes and charges, if any","Tomato's Garden Kitchen And Bar
4.4
DINING
4.2
DELIVERY
Goan, Asian, Italian, North Indian, Chinese, Kebab, Fast Food, Beverages
Tomato's Beachside Kitchen And Bar
4.4
DINING
-
DELIVERY
North Indian, Continental, Chinese, Italian, Seafood, Asian, Mughlai, Desserts","₹1,200 for two people (approx.) Without alcohol",43
